Gene	Chromosome	TSS	Strand	DistanceTSStoORF
IDI1	chr16	337147	-	99
BEM3	chr16	344044	-	240
YPL113C	chr16	345493	-	32
PEX25	chr16	346991	-	53
MCO76	chr16	355784	-	77
SSE1	chr16	360638	-	45
SYH1	chr16	363753	-	23
FMP30	chr16	367760	-	36
INA17	chr16	372412	-	26
MGR2	chr16	373102	-	57
ERI1	chr16	375105	-	52
EEB1	chr16	377792	-	33
SEC62	chr16	378999	-	18
RPS6A	chr16	386786	-	73
RLM1	chr16	389736	-	268
ELP3	chr16	394759	-	68
SEN54	chr16	406343	-	78
MOT1	chr16	412386	-	143
ATP4	chr16	416934	-	39
YPL077C	chr16	418269	-	28
YPL071C	chr16	428715	-	46
BTS1	chr16	432075	-	32
YPL068C	chr16	433313	-	66
HTC1	chr16	434049	-	57
CWC27	chr16	437792	-	31
PDR12	chr16	458699	-	176
SUR1	chr16	461311	-	108
LGE1	chr16	463146	-	10
KTR6	chr16	466682	-	78
MNN9	chr16	470314	-	202
DIG1	chr16	471977	-	4
ELC1	chr16	475099	-	22
SSN3	chr16	483151	-	254
MRX11	chr16	483937	-	6
ISM1	chr16	487212	-	21
EGD1	chr16	490155	-	65
SVL3	chr16	499755	-	202
PHO85	chr16	501257	-	31
SKS1	chr16	510440	-	68
MET12	chr16	514611	-	131
ULP1	chr16	522442	-	109
VTC3	chr16	525308	-	135
IRC15	chr16	528379	-	-9
HST2	chr16	535137	-	56
MRPS16	chr16	537575	-	27
TAF3	chr16	542935	-	34
RQC2	chr16	547145	-	23
TFC8	chr16	552081	-	47
LSP1	chr16	559904	-	61
SNF8	chr16	562545	-	31
YPR003C	chr16	572018	-	64
AIM45	chr16	573241	-	14
HAL1	chr16	574876	-	19
ICL2	chr16	577246	-	64
RPA135	chr16	589424	-	42
MIN8	chr16	590947	-	44
YPR011C	chr16	592308	-	97
CMR3	chr16	593892	-	138
YPR015C	chr16	599283	-	88
TIF6	chr16	601330	-	92
DSS4	chr16	602112	-	26
AGC1	chr16	611755	-	229
SDD4	chr16	615518	-	37
EAF3	chr16	618240	-	40
CCL1	chr16	622747	-	20
APL4	chr16	635161	-	37
HTS1	chr16	647162	-	-14
ERV2	chr16	655245	-	50
PUF2	chr16	661937	-	124
THP3	chr16	664750	-	58
ATG11	chr16	672891	-	78
NHP6A	chr16	674142	-	28
ARO7	chr16	683803	-	32
JID1	chr16	685069	-	47
YPR063C	chr16	686492	-	32
HOS1	chr16	692513	-	20
SPE3	chr16	693614	-	37
LTP1	chr16	700620	-	62
TKL1	chr16	703043	-	65
OPY2	chr16	705004	-	59
GRS2	chr16	712091	-	3
DIB1	chr16	712782	-	8
ASA1	chr16	718033	-	87
SRP54	chr16	721182	-	36
NVJ2	chr16	726614	-	28
ASR1	chr16	728606	-	64
SYT1	chr16	733100	-	265
TMH18	chr16	737663	-	17
RPL11A	chr16	739895	-	29
FHL1	chr16	744827	-	276
COG4	chr16	747751	-	64
YTH1	chr16	750266	-	84
RPC40	chr16	754971	-	18
MRD1	chr16	760089	-	52
CLB5	chr16	783417	-	118
ANT1	chr16	800366	-	45
NAT3	chr16	802655	-	40
SPN1	chr16	805402	-	75
MEP3	chr16	820800	-	230
LOA1	chr16	822233	-	58
KAR3	chr16	826198	-	158
NOC4	chr16	829575	-	35
YPR145C-A	chr16	833067	-	24
YPR147C	chr16	834722	-	46
YPR148C	chr16	836316	-	59
SUE1	chr16	839888	-	96
URN1	chr16	841589	-	14
NCA2	chr16	845596	-	66
TPO3	chr16	848188	-	294
SGV1	chr16	868600	-	51
ORC4	chr16	870450	-	19
MRP2	chr16	878739	-	50
MET16	chr16	879742	-	50
VPS4	chr16	889929	-	32
YPR174C	chr16	890789	-	21
BET2	chr16	894144	-	6
HDA3	chr16	897864	-	40
SEC23	chr16	901778	-	60
PZF1	chr16	913033	-	5
MLC2	chr16	914494	-	9
RPC82	chr16	921073	-	30
HPA2	chr16	925402	-	21
OPT2	chr16	929094	-	155
ARR1	chr16	941045	-	11
SFT2	chr2	24324	+	88
ATP1	chr2	37070	+	296
BNA4	chr2	39428	+	30
MRX3	chr2	43563	+	10
RPL32	chr2	45868	+	406
MRP21	chr2	49090	+	31
AVT5	chr2	49854	+	16
BOI1	chr2	63981	+	191
YBL081W	chr2	71842	+	314
NUP170	chr2	75486	+	63
KTI11	chr2	90224	+	35
AST1	chr2	90946	+	76
PRS4	chr2	92663	+	32
KIP1	chr2	102150	+	17
YEL1	chr2	108178	+	35
IAI11	chr2	110984	+	-110
SHP1	chr2	111687	+	28
PTC3	chr2	113997	+	46
TOD6	chr2	117743	+	115
SEC17	chr2	125314	+	77
MOH1	chr2	126871	+	222
PSY4	chr2	132675	+	13
ECM13	chr2	136835	+	135
PRE7	chr2	141472	+	35
MIN6	chr2	143369	+	285
MRPL16	chr2	146353	+	74
APL3	chr2	147369	+	80
HEK2	chr2	160334	+	90
YBL029W	chr2	166329	+	31
RPL19B	chr2	168624	+	19
LSM2	chr2	170778	+	65
RRN10	chr2	171638	+	63
NCL1	chr2	172731	+	23
RFT1	chr2	182532	+	82
APN2	chr2	184534	+	32
FUS3	chr2	192636	+	28
ACH1	chr2	194256	+	77
FMT1	chr2	202921	+	20
SCT1	chr2	204352	+	71
ALK2	chr2	208041	+	34
HIR1	chr2	210457	+	77
PDR3	chr2	218271	+	82
UTP20	chr2	223166	+	107
HTB2	chr2	232105	+	23
COQ1	chr2	238412	+	32
RCR1	chr2	241454	+	89
UGA2	chr2	242517	+	130
HHT1	chr2	251939	+	28
YBR016W	chr2	259930	+	36
FUR4	chr2	271081	+	59
POA1	chr2	273373	+	62
SCO2	chr2	279050	+	92
RKM3	chr2	287907	+	69
RPL4A	chr2	289812	+	16
EDS1	chr2	291480	+	124
CHS2	chr2	301507	+	51
ATP3	chr2	305199	+	36
FAT1	chr2	307859	+	53
FMP23	chr2	321426	+	53
RPS11B	chr2	322457	+	20
YRO2	chr2	332433	+	314
YBR056W	chr2	337455	+	70
MNC1	chr2	340874	+	27
YBR071W	chr2	369973	+	72
HSP26	chr2	371590	+	74
RDH54	chr2	372773	+	-28
PFF1	chr2	375906	+	5
ECM33	chr2	382569	+	176
TEC1	chr2	398744	+	47
MIS1	chr2	400662	+	14
AAC3	chr2	405530	+	75
RFC5	chr2	413376	+	11
PBY1	chr2	419752	+	56
YBR096W	chr2	423711	+	82
VPS15	chr2	424692	+	31
MMS4	chr2	429264	+	23
SIF2	chr2	435341	+	137
YMC2	chr2	437376	+	60
SND3	chr2	440391	+	36
AIM3	chr2	442551	+	40
ALG1	chr2	446593	+	48
SUS1	chr2	449880	+	28
RAD16	chr2	454926	+	88
TEF2	chr2	465415	+	22
MUD1	chr2	467054	+	50
MEO1	chr2	478593	+	23
CCZ1	chr2	484899	+	30
CKS1	chr2	492515	+	94
MEC1	chr2	493372	+	51
YBR137W	chr2	500737	+	62
ATG42	chr2	503408	+	11
MAK5	chr2	516025	+	47
ADH5	chr2	521476	+	41
MRPS9	chr2	522943	+	72
RTC2	chr2	524305	+	25
ARA1	chr2	527698	+	44
APD1	chr2	532675	+	108
SPP381	chr2	534063	+	68
RIB7	chr2	535151	+	64
CNS1	chr2	537489	+	37
AMN1	chr2	544041	+	263
IFA38	chr2	546399	+	41
CDC28	chr2	547755	+	78
CSH1	chr2	549353	+	22
YSY6	chr2	552944	+	17
EXO5	chr2	553351	+	102
UBS1	chr2	556490	+	92
PEX32	chr2	560070	+	31
SEC66	chr2	566068	+	26
SWD3	chr2	570135	+	3
ECM31	chr2	571332	+	118
YPC1	chr2	583790	+	55
GDT1	chr2	590235	+	129
RPS9B	chr2	592196	+	42
RPL21A	chr2	593933	+	67
RIM2	chr2	595219	+	163
AIM4	chr2	597656	+	112
KTR4	chr2	606546	+	93
BEM1	chr2	608547	+	55
DER1	chr2	611172	+	134
MCM7	chr2	613472	+	30
COS111	chr2	616703	+	195
KTR3	chr2	621305	+	47
FTH1	chr2	622824	+	52
ERV15	chr2	639116	+	34
NGR1	chr2	641347	+	116
MET8	chr2	643865	+	70
SDS24	chr2	644903	+	79
HPC2	chr2	646883	+	41
ATG12	chr2	651356	+	47
YBR225W	chr2	664063	+	135
SLX1	chr2	668949	+	-66
COQ21	chr2	673906	+	24
PBP2	chr2	676878	+	120
DAD3	chr2	678518	+	30
VHC1	chr2	680390	+	81
PRP5	chr2	685483	+	56
YBR242W	chr2	698081	+	159
RRT2	chr2	705126	+	35
MRPS5	chr2	714901	+	59
DUT1	chr2	716163	+	18
SRB6	chr2	716779	+	61
MTC4	chr2	717994	+	33
YBR259W	chr2	723909	+	49
SHM1	chr2	729795	+	40
TSC10	chr2	732117	+	36
REI1	chr2	733400	+	12
MRPL37	chr2	734866	+	4
EFM2	chr2	738397	+	26
CHK1	chr2	743108	+	50
DPB3	chr2	753833	+	25
PAF1	chr2	754793	+	28
MRPL27	chr2	761757	+	47
YBR285W	chr2	767401	+	85
APE3	chr2	768251	+	13
YBR287W	chr2	770102	+	33
SNF5	chr2	773194	+	37
BSD2	chr2	776140	+	15
VBA2	chr2	780657	+	-87
SUL1	chr2	782702	+	97
PCA1	chr2	786373	+	40
MAL33	chr2	794037	+	50
MIX23	chr2	10865	-	0
SRO77	chr2	14245	-	52
PKC1	chr2	18279	-	269
SEA4	chr2	21627	-	20
RTG3	chr2	24116	-	266
ECM21	chr2	28911	-	298
ROX3	chr2	45294	-	80
SCS22	chr2	47489	-	13
MAP2	chr2	48946	-	22
TEL1	chr2	59887	-	209
RPL23A	chr2	61058	-	23
YBL086C	chr2	62979	-	81
CDC27	chr2	69856	-	121
ALG3	chr2	71449	-	32
PET112	chr2	75001	-	16
ATG8	chr2	81065	-	44
ILS1	chr2	84580	-	29
SSA3	chr2	86767	-	29
AAR2	chr2	88345	-	266
RPS8A	chr2	89782	-	375
UBP13	chr2	96392	-	229
SEF1	chr2	100435	-	41
PRX1	chr2	101467	-	32
SKT5	chr2	107787	-	100
CMC2	chr2	110851	-	32
PTH2	chr2	113728	-	20
YBL055C	chr2	117098	-	-2
SAS3	chr2	122410	-	267
PIN4	chr2	125088	-	63
EDE1	chr2	132460	-	156
COR1	chr2	135986	-	186
FUI1	chr2	140576	-	56
ERD2	chr2	143172	-	43
URA7	chr2	146043	-	54
YBL036C	chr2	151476	-	16
POL12	chr2	153931	-	81
STU1	chr2	158691	-	62
RIB1	chr2	159961	-	28
PET9	chr2	164377	-	140
YBL029C-A	chr2	165109	-	97
YBL028C	chr2	168111	-	47
MCM2	chr2	177792	-	53
PIM1	chr2	181615	-	127
HAP3	chr2	182339	-	32
POP8	chr2	186718	-	31
PEP1	chr2	192004	-	208
RRN6	chr2	202662	-	29
YBL010C	chr2	207861	-	30
SLA1	chr2	217304	-	55
LDB7	chr2	218043	-	31
HTA2	chr2	231456	-	27
ECM15	chr2	233114	-	11
NTH2	chr2	237059	-	141
RER2	chr2	238237	-	34
DSF2	chr2	246743	-	90
FLR1	chr2	250062	-	218
HHF1	chr2	251358	-	39
IPP1	chr2	253642	-	31
YBR013C	chr2	255742	-	142
GRX7	chr2	257138	-	83
MNN2	chr2	259315	-	93
KAP104	chr2	263459	-	47
CHS3	chr2	277766	-	144
OLA1	chr2	281599	-	37
ETR1	chr2	283785	-	68
YPK3	chr2	285756	-	56
CDS1	chr2	287461	-	35
HMT1	chr2	295659	-	23
PDX3	chr2	296645	-	30
CSG2	chr2	300021	-	48
SCO1	chr2	301146	-	34
CST26	chr2	311291	-	36
QDR3	chr2	313740	-	149
TCM62	chr2	315788	-	83
ZTA1	chr2	321188	-	31
REB1	chr2	326603	-	139
REG2	chr2	327891	-	46
RFS1	chr2	329059	-	61
YBR053C	chr2	330421	-	24
PRP6	chr2	336968	-	21
MUM2	chr2	343029	-	90
UBP14	chr2	345673	-	22
TSC3	chr2	346259	-	59
AKL1	chr2	349954	-	133
ORC2	chr2	352235	-	87
TRM7	chr2	355360	-	7
YBR062C	chr2	356244	-	10
ECM2	chr2	359354	-	42
NRG2	chr2	360389	-	56
TIP1	chr2	362420	-	51
BAP2	chr2	365386	-	62
TAT1	chr2	368172	-	105
ALG14	chr2	369589	-	21
SLM4	chr2	381956	-	40
RPG1	chr2	387924	-	25
SEC18	chr2	390538	-	26
SPT7	chr2	395019	-	146
UBC4	chr2	396868	-	77
RPL19A	chr2	404937	-	54
YBR085C-A	chr2	408815	-	29
IST2	chr2	412966	-	303
POL30	chr2	415431	-	43
NHP6B	chr2	416521	-	410
TIM12	chr2	417147	-	41
RXT2	chr2	423510	-	40
FES1	chr2	432486	-	24
EXO84	chr2	435170	-	78
VID24	chr2	439778	-	40
IML3	chr2	442320	-	21
CMD1	chr2	446175	-	44
YSA1	chr2	449634	-	-8
CYC8	chr2	453738	-	202
LYS2	chr2	461725	-	33
TKL2	chr2	464244	-	41
CBP6	chr2	468759	-	70
GRS1	chr2	471200	-	67
MRPL36	chr2	472309	-	40
TFC1	chr2	474520	-	63
PTC4	chr2	476325	-	179
TPS1	chr2	478265	-	107
VMA2	chr2	480637	-	49
OPY1	chr2	483140	-	35
SHE3	chr2	484695	-	60
AGP2	chr2	489349	-	152
HSL7	chr2	492162	-	120
YBR138C	chr2	503180	-	89
IRA1	chr2	514683	-	300
BMT2	chr2	515813	-	20
SUP45	chr2	519973	-	36
TBS1	chr2	532261	-	13
RPB5	chr2	536855	-	91
SLI15	chr2	541010	-	55
ICS2	chr2	542151	-	86
TOS1	chr2	552436	-	136
ARL1	chr2	556265	-	109
TYR1	chr2	558973	-	43
POP7	chr2	559656	-	36
SSE2	chr2	563751	-	25
NPL4	chr2	565866	-	50
SMY2	chr2	569197	-	95
UMP1	chr2	569924	-	22
EHT1	chr2	573925	-	33
FZO1	chr2	576903	-	59
RPS6B	chr2	580543	-	39
MBA1	chr2	587708	-	19
NTC20	chr2	591912	-	75
MED8	chr2	597524	-	41
MSI1	chr2	599658	-	46
PGI1	chr2	601672	-	42
YBR197C	chr2	603597	-	11
TAF5	chr2	606331	-	78
MIN7	chr2	612490	-	64
LDH1	chr2	621155	-	44
DUR1,2	chr2	630399	-	459
AME1	chr2	640807	-	97
YBP1	chr2	651204	-	33
PYC2	chr2	655963	-	143
YBR220C	chr2	658330	-	82
PDB1	chr2	660029	-	205
PCS60	chr2	661964	-	42
TDP1	chr2	663894	-	26
MCX1	chr2	668763	-	58
ROT2	chr2	672814	-	24
OM14	chr2	673658	-	38
SWC5	chr2	676717	-	57
ARC40	chr2	680199	-	37
ABD1	chr2	685313	-	50
YBR238C	chr2	690965	-	91
ERT1	chr2	693661	-	149
THI2	chr2	695740	-	324
YBR241C	chr2	697654	-	29
ALG7	chr2	700395	-	32
ISW1	chr2	704953	-	-156
ENP1	chr2	708058	-	33
HIS7	chr2	710123	-	88
ARO4	chr2	711654	-	90
TRS20	chr2	717837	-	3
RCF3	chr2	720686	-	41
RIB5	chr2	721708	-	35
SHG1	chr2	723756	-	23
RGD1	chr2	728222	-	12
TAE1	chr2	729126	-	25
MIC12	chr2	729646	-	35
YPT10	chr2	731965	-	25
SDH8	chr2	736168	-	21
HSM3	chr2	741382	-	15
UBX7	chr2	742966	-	31
RIF1	chr2	750784	-	114
PPS1	chr2	753702	-	95
SAF1	chr2	758284	-	23
DUG2	chr2	761211	-	41
SSH1	chr2	764123	-	144
APM3	chr2	773072	-	45
CTP1	chr2	778172	-	36
PHO89	chr2	792152	-	66
VAC17	chr3	16893	+	40
ADF1	chr3	23207	+	22
PRD1	chr3	24410	+	3
KAR4	chr3	27546	+	15
RDT1	chr3	30496	+	35
SPB1	chr3	31053	+	17
LRE1	chr3	35191	+	295
YCL048W-A	chr3	41056	+	53
GLK1	chr3	50389	+	42
GID7	chr3	52218	+	20
GFD2	chr3	58602	+	0
LSB5	chr3	61213	+	21
STE50	chr3	62987	+	30
RNQ1	chr3	69688	+	38
FUS1	chr3	71358	+	21
KCC4	chr3	78676	+	62
BUD3	chr3	101336	+	103
VMA9	chr3	112147	+	25
LDB16	chr3	113124	+	46
PGS1	chr3	114176	+	78
RER1	chr3	117039	+	26
MRPL32	chr3	123747	+	22
SAT4	chr3	133137	+	482
PGK1	chr3	142855	+	40
YCR016W	chr3	148757	+	26
MAK32	chr3	160729	+	115
HTL1	chr3	163295	+	32
BPH1	chr3	192645	+	126
SNT1	chr3	199518	+	222
ELO2	chr3	203817	+	26
RBK1	chr3	206531	+	17
ARE1	chr3	225061	+	44
YCR051W	chr3	227206	+	24
RSC6	chr3	228120	+	33
THR4	chr3	229814	+	41
TAH1	chr3	237539	+	25
YCR061W	chr3	238712	+	25
BUD31	chr3	241463	+	31
HCM1	chr3	242404	+	75
ATG15	chr3	250283	+	154
CPR4	chr3	252154	+	124
SOL2	chr3	260173	+	13
EGO2	chr3	262182	+	14
PTC6	chr3	266018	+	23
SRB8	chr3	267547	+	20
AHC2	chr3	272049	+	30
TRX3	chr3	272739	+	35
CSM1	chr3	276560	+	50
ABP1	chr3	278240	+	46
FIG2	chr3	280356	+	298
KIN82	chr3	288277	+	59
CDC39	chr3	294019	+	30
CDC50	chr3	300644	+	53
CHA1	chr3	16542	-	19
MRC1	chr3	21815	-	66
KRR1	chr3	23049	-	25
MIC10	chr3	24000	-	30
PEX34	chr3	27006	-	2
PBN1	chr3	35057	-	43
APA1	chr3	38484	-	62
YCL049C	chr3	40400	-	55
POF1	chr3	44063	-	18
EMC1	chr3	46538	-	40
MGR1	chr3	47991	-	34
PDI1	chr3	49851	-	37
ATG22	chr3	56176	-	56
SRO9	chr3	58321	-	67
GRX1	chr3	60813	-	64
MXR2	chr3	62808	-	-50
RRP7	chr3	65177	-	33
HIS4	chr3	67969	-	60
BIK1	chr3	69532	-	35
HBN1	chr3	73597	-	35
AGP1	chr3	77526	-	31
NFS1	chr3	99522	-	94
DCC1	chr3	100953	-	32
YCL012C	chr3	106946	-	0
GBP2	chr3	108551	-	44
SGF29	chr3	109519	-	20
ILV6	chr3	110712	-	15
STP22	chr3	112013	-	11
YCL002C	chr3	116861	-	37
CDC10	chr3	123552	-	55
YCP4	chr3	125649	-	182
CIT2	chr3	127537	-	60
YCR006C	chr3	128138	-	-14
RVS161	chr3	136747	-	56
ADY2	chr3	138385	-	112
ADP1	chr3	142150	-	128
CTO1	chr3	147343	-	24
CWH43	chr3	152812	-	29
MAK31	chr3	163121	-	18
HSP30	chr3	165214	-	100
YCR023C	chr3	168442	-	62
SLM5	chr3	170248	-	19
PMP1	chr3	171226	-	153
NPP1	chr3	174402	-	55
RHB1	chr3	176182	-	175
FEN2	chr3	185774	-	99
RIM1	chr3	186731	-	40
SYP1	chr3	189774	-	85
RPS14A	chr3	191492	-	21
RRP43	chr3	206287	-	18
PHO87	chr3	210480	-	44
TAF2	chr3	218561	-	23
YCR043C	chr3	219818	-	33
PER1	chr3	221098	-	7
IMG1	chr3	223570	-	6
BUD23	chr3	224793	-	107
CTR86	chr3	233295	-	70
PWP2	chr3	236450	-	62
YIH1	chr3	237408	-	19
SED4	chr3	249647	-	102
IMG2	chr3	253811	-	45
RSA4	chr3	255600	-	25
SSK22	chr3	259871	-	65
ERS1	chr3	262046	-	10
FUB1	chr3	263242	-	1
PAT1	chr3	265866	-	42
TUP1	chr3	275895	-	225
YCR087C-A	chr3	277721	-	36
YCR090C	chr3	286818	-	15
MSH3	chr3	293788	-	36
OCA4	chr3	303234	-	41
YCR101C	chr3	317060	-	4
MPH2	chr4	5787	+	84
LRG1	chr4	22535	+	172
AIM6	chr4	30509	+	32
PHO13	chr4	32119	+	61
MFG1	chr4	36665	+	16
OST4	chr4	38352	+	19
PTP1	chr4	42554	+	30
SSB1	chr4	43912	+	30
SHS1	chr4	52272	+	50
DTD1	chr4	65104	+	15
YDL218W	chr4	66341	+	29
SHR3	chr4	78281	+	22
NHP2	chr4	87344	+	45
GLE1	chr4	88087	+	38
RTN2	chr4	94451	+	16
MRPL11	chr4	98293	+	44
TRM8	chr4	99352	+	71
SEC31	chr4	106951	+	119
SNF3	chr4	111234	+	208
NUS1	chr4	114427	+	107
ARF1	chr4	116140	+	43
RPL35A	chr4	117477	+	49
RBS1	chr4	121885	+	193
VMA1	chr4	126514	+	117
LYS20	chr4	133250	+	31
INH1	chr4	134937	+	86
YDL180W	chr4	135614	+	118
PCL9	chr4	137922	+	205
DLD2	chr4	139341	+	17
YDL176W	chr4	141796	+	137
PAR32	chr4	147987	+	40
UGA3	chr4	156154	+	0
SFA1	chr4	159384	+	56
CDC36	chr4	164080	+	49
ENT1	chr4	167538	+	16
STE7	chr4	172245	+	46
CLB3	chr4	176453	+	130
RPC53	chr4	183057	+	96
ATG9	chr4	184719	+	16
RPN5	chr4	190691	+	43
CCT4	chr4	199675	+	35
BPL1	chr4	202514	+	239
RGT2	chr4	212882	+	176
ARF2	chr4	215809	+	427
RPL35B	chr4	217274	+	33
SRF1	chr4	221978	+	156
CDC53	chr4	223724	+	287
LYS21	chr4	227060	+	36
STF1	chr4	228851	+	23
RPP1B	chr4	229592	+	17
YDL129W	chr4	230577	+	150
VCX1	chr4	232294	+	61
PCL2	chr4	234559	+	71
YDL124W	chr4	239917	+	45
SNA4	chr4	241091	+	30
UBP1	chr4	242014	+	241
YFH1	chr4	245546	+	80
NUP84	chr4	251228	+	41
TRM3	chr4	258563	+	55
KIN28	chr4	267379	+	23
MSS2	chr4	268604	+	21
NSE4	chr4	272078	+	12
POL3	chr4	276477	+	81
BUG1	chr4	283047	+	57
PMT1	chr4	286728	+	33
PMT5	chr4	289563	+	48
SRP14	chr4	292460	+	23
NUR1	chr4	296233	+	289
YDL086W	chr4	301112	+	5
NDE2	chr4	302864	+	51
SUB2	chr4	304781	+	160
RPL13A	chr4	308076	+	52
RPL31A	chr4	321899	+	31
AHK1	chr4	326137	+	180
BDF2	chr4	330705	+	23
IDP1	chr4	334511	+	28
UBC9	chr4	337140	+	43
TSR1	chr4	341295	+	20
USO1	chr4	345327	+	36
YDL057W	chr4	351097	+	35
MBP1	chr4	352460	+	115
LHP1	chr4	363629	+	23
SIT4	chr4	369248	+	205
NPC2	chr4	370837	+	85
MRP10	chr4	371886	+	44
DBP10	chr4	393834	+	53
PRP9	chr4	397128	+	79
ARP2	chr4	398977	+	33
GPD1	chr4	411431	+	65
GPM2	chr4	413600	+	24
CDC7	chr4	423771	+	109
NOP1	chr4	426892	+	143
SLX5	chr4	428603	+	135
GRX6	chr4	431973	+	28
APC11	chr4	433147	+	21
RPT2	chr4	437673	+	38
PTC1	chr4	439199	+	374
ATP16	chr4	442650	+	43
MCD1	chr4	444223	+	124
RMD1	chr4	447590	+	58
YRB1	chr4	452680	+	29
RCR2	chr4	453741	+	45
RAD57	chr4	454879	+	-14
TRP1	chr4	461472	+	34
GAL3	chr4	462918	+	180
SNQ2	chr4	465244	+	339
RPL4B	chr4	471485	+	32
PSF1	chr4	472805	+	16
RAD61	chr4	473659	+	51
SES1	chr4	489144	+	22
RPS11A	chr4	491147	+	26
MIX14	chr4	503126	+	30
MRH1	chr4	507559	+	246
ARO3	chr4	515868	+	35
RSM10	chr4	526139	+	35
HEM13	chr4	532816	+	69
HEM12	chr4	537963	+	124
VMS1	chr4	539454	+	28
PST1	chr4	549690	+	59
YOS9	chr4	552100	+	48
MAK21	chr4	556793	+	76
YDR061W	chr4	560366	+	18
LCB2	chr4	562316	+	378
AIM7	chr4	564814	+	68
RPS13	chr4	565644	+	33
RRG1	chr4	566869	+	37
DOS2	chr4	569891	+	40
SNF11	chr4	578591	+	76
TPS2	chr4	580027	+	94
PPH3	chr4	583196	+	188
RAD55	chr4	584641	+	55
SED1	chr4	586978	+	43
PET100	chr4	589261	+	31
VPS41	chr4	590204	+	32
STN1	chr4	596576	+	92
RRP8	chr4	598278	+	22
VTC5	chr4	608305	+	28
UBC13	chr4	615937	+	24
DNF2	chr4	617096	+	266
GIS1	chr4	622931	+	287
BMH2	chr4	633190	+	226
TVP15	chr4	634794	+	20
STE5	chr4	638099	+	49
ARP10	chr4	646778	+	22
TRS85	chr4	650681	+	37
FOB1	chr4	655496	+	55
MRX14	chr4	661544	+	54
APC4	chr4	665291	+	17
VBA4	chr4	667565	+	84
COX26	chr4	670388	+	48
DPB4	chr4	672891	+	120
KIN1	chr4	673844	+	288
YDR124W	chr4	679690	+	60
SWF1	chr4	682648	+	5
ARO1	chr4	683828	+	76
MTC5	chr4	688925	+	44
RGP1	chr4	707589	+	85
HPR1	chr4	709980	+	13
MTQ2	chr4	713539	+	14
TAF12	chr4	726087	+	66
EKI1	chr4	730989	+	71
NUM1	chr4	734997	+	60
GIR2	chr4	747176	+	24
RPA14	chr4	750992	+	34
HOM2	chr4	751818	+	39
SAC3	chr4	753291	+	86
SSY1	chr4	757476	+	187
ACL4	chr4	760476	+	41
CWC15	chr4	762824	+	73
TRM82	chr4	766308	+	37
TAF10	chr4	770888	+	35
CDC37	chr4	771762	+	40
HSP42	chr4	786158	+	86
SUP35	chr4	787897	+	53
HMO1	chr4	791715	+	31
NGG1	chr4	794043	+	38
UBC1	chr4	796408	+	95
SDH4	chr4	797471	+	102
NVJ3	chr4	798974	+	82
SCC2	chr4	800776	+	143
CDC1	chr4	807182	+	50
PLP1	chr4	809180	+	55
CCT6	chr4	816019	+	54
SLY1	chr4	818021	+	29
HST4	chr4	821942	+	44
REF2	chr4	828009	+	239
CBS2	chr4	830844	+	33
SPC19	chr4	835962	+	4
COQ4	chr4	837774	+	12
MSC2	chr4	838963	+	32
EBS1	chr4	841356	+	347
MSS4	chr4	847749	+	124
YDR210W	chr4	850691	+	32
GCD6	chr4	864311	+	39
TCP1	chr4	866790	+	65
UPC2	chr4	869160	+	214
AHA1	chr4	872359	+	116
ADR1	chr4	874126	+	509
GTB1	chr4	886917	+	13
YDR222W	chr4	889609	+	36
CRF1	chr4	891402	+	288
HTA1	chr4	895046	+	75
ADK1	chr4	896017	+	60
SIR4	chr4	897045	+	117
IVY1	chr4	904265	+	101
HEM1	chr4	906773	+	260
LYS4	chr4	910681	+	29
PRP42	chr4	913085	+	0
MRPL7	chr4	916054	+	142
AMD2	chr4	926345	+	43
PEX5	chr4	930119	+	25
MNN10	chr4	932318	+	63
TRS23	chr4	933856	+	13
VHS1	chr4	935238	+	356
PAM1	chr4	939886	+	309
BTT1	chr4	942985	+	8
CHL4	chr4	944640	+	54
YDR262W	chr4	972526	+	11
PEX10	chr4	978223	+	44
MSW1	chr4	983368	+	39
CCC2	chr4	984999	+	79
GLO2	chr4	988356	+	57
DON1	chr4	989563	+	16
BSC2	chr4	991558	+	97
RNH202	chr4	998704	+	67
RRP45	chr4	1000009	+	141
INM2	chr4	1015366	+	32
NSE3	chr4	1016552	+	46
HRQ1	chr4	1019133	+	-2
MHR1	chr4	1034562	+	53
SUR2	chr4	1035918	+	36
BFR2	chr4	1038970	+	60
CFT1	chr4	1042696	+	59
GPI11	chr4	1047091	+	43
PMT7	chr4	1055225	+	43
TFB1	chr4	1064433	+	25
SSF2	chr4	1066942	+	32
OMS1	chr4	1073152	+	4
HIM1	chr4	1081542	+	34
MCM21	chr4	1083134	+	16
ASP1	chr4	1088053	+	41
MRPL35	chr4	1089955	+	26
YCG1	chr4	1096501	+	17
UBX5	chr4	1107195	+	69
GPI8	chr4	1108950	+	30
IRC3	chr4	1110368	+	25
SWR1	chr4	1115160	+	164
MSN5	chr4	1120189	+	371
MRX8	chr4	1124477	+	7
MRPS28	chr4	1125662	+	49
MRP1	chr4	1148507	+	64
SBE2	chr4	1157832	+	221
YPQ2	chr4	1161010	+	178
TRR1	chr4	1162638	+	48
TRP4	chr4	1164058	+	76
SPC110	chr4	1165483	+	11
GGA1	chr4	1169399	+	47
ESC2	chr4	1178394	+	176
SEM1	chr4	1181493	+	22
KEI1	chr4	1192178	+	56
YPR1	chr4	1193239	+	51
