Position	IP	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	KmerGroup	MotifId	KG_score	Strand
15:950944	   48.0	1	   26.0	NaN	NaN	   15.1	   2.11	NaN	   2.17	  -0.38	   0.00	1	   22.0	NaN	NaN	   11.6	   2.27	NaN	   2.37	  -0.40	   0.00	--------	-1	0.00	*
15:962392	  142.8	1	   89.3	NaN	NaN	   15.1	  38.15	NaN	  38.62	  -0.76	   0.00	1	   53.5	NaN	NaN	   11.6	  18.42	NaN	  18.87	  -0.59	   0.00	--------	-1	0.00	*
15:962542	  104.2	1	   52.7	NaN	NaN	   15.1	  13.30	NaN	  13.56	  -0.72	   0.00	1	   51.5	NaN	NaN	   11.6	  17.12	NaN	  17.54	  -0.70	   0.00	--------	-1	0.00	*
15:972830	  288.7	1	  190.7	NaN	NaN	   15.1	 134.73	NaN	 135.64	  -0.70	   0.00	1	   98.0	NaN	NaN	   11.6	  53.73	NaN	  54.59	  -0.67	   0.00	--------	-1	0.00	*
15:973162	  186.3	1	  113.3	NaN	NaN	   15.1	  57.97	NaN	  58.56	  -0.75	   0.00	1	   73.0	NaN	NaN	   11.6	  33.10	NaN	  33.71	  -0.66	   0.00	--------	-1	0.00	*
15:973576	  359.0	1	  174.0	NaN	NaN	   15.1	 116.39	NaN	 117.23	  -0.56	   0.45	1	  185.0	NaN	NaN	   11.6	 147.21	NaN	 148.52	  -0.56	   0.45	--------	-1	0.00	*
15:982571	  264.8	1	  195.1	NaN	NaN	   44.0	  62.05	NaN	  62.66	  -0.69	   0.09	1	   69.7	NaN	NaN	   25.0	  12.52	NaN	  12.86	  -0.63	   0.09	--------	-1	0.00	*
15:982698	  246.2	1	  121.9	NaN	NaN	   43.2	  21.87	NaN	  22.22	  -0.59	   0.09	1	  124.3	NaN	NaN	   24.9	  44.86	NaN	  45.60	  -0.72	   0.09	--------	-1	0.00	*
15:983650	  315.0	1	  233.0	NaN	NaN	   41.7	  91.77	NaN	  92.53	  -0.60	   0.60	1	   82.0	NaN	NaN	   24.7	  18.73	NaN	  19.19	  -0.70	   0.60	--------	-1	0.00	*
15:998700	   96.0	1	   52.0	NaN	NaN	   15.1	  12.77	NaN	  13.01	  -0.57	   0.00	1	   44.0	NaN	NaN	   11.6	  12.13	NaN	  12.46	  -0.40	   0.00	--------	-1	0.00	*
15:1033750	  212.9	1	  130.6	NaN	NaN	   27.2	  45.22	NaN	  45.73	  -0.47	   0.49	1	   82.3	NaN	NaN	   19.3	  25.74	NaN	  26.28	  -0.39	   0.49	--------	-1	0.00	*
15:1033915	  207.1	1	  116.4	NaN	NaN	   27.8	  35.25	NaN	  35.70	  -0.78	   0.49	1	   90.7	NaN	NaN	   20.9	  28.56	NaN	  29.13	  -0.65	   0.49	--------	-1	0.00	*
15:1037680	  307.0	1	  200.2	NaN	NaN	   26.2	 102.69	NaN	 103.48	  -0.65	   0.00	1	  106.8	NaN	NaN	   17.2	  46.63	NaN	  47.40	  -0.56	   0.00	--------	-1	0.00	*
15:1037952	  150.0	1	  116.8	NaN	NaN	   25.0	  39.35	NaN	  39.83	  -0.66	   0.00	1	   33.2	NaN	NaN	   16.7	   3.71	NaN	   3.86	  -0.44	   0.00	--------	-1	0.00	*
15:1043521	   97.0	1	   56.0	NaN	NaN	   15.1	  15.01	NaN	  15.28	  -0.59	   0.22	1	   41.0	NaN	NaN	   11.6	  10.44	NaN	  10.74	  -0.47	   0.22	--------	-1	0.00	*
15:1048403	   55.0	1	   29.0	NaN	NaN	   15.1	   2.94	NaN	   3.02	  -0.58	   0.00	1	   26.0	NaN	NaN	   11.6	   3.57	NaN	   3.71	  -0.45	   0.00	--------	-1	0.00	*
15:1059847	   83.0	1	   42.0	NaN	NaN	   15.1	   7.83	NaN	   8.00	  -0.44	   0.00	1	   41.0	NaN	NaN	   11.6	  10.44	NaN	  10.74	  -0.41	   0.00	--------	-1	0.00	*
15:1073899	   88.0	1	   50.0	NaN	NaN	   15.1	  11.71	NaN	  11.94	  -0.36	   0.00	1	   38.0	NaN	NaN	   11.6	   8.86	NaN	   9.12	  -0.54	   0.00	--------	-1	0.00	*
15:1076694	   63.0	1	   39.0	NaN	NaN	   15.1	   6.54	NaN	   6.69	  -0.44	   0.00	1	   24.0	NaN	NaN	   11.6	   2.89	NaN	   3.01	  -0.41	   0.00	--------	-1	0.00	*
15:1080512	  278.0	1	  161.0	NaN	NaN	   15.1	 102.83	NaN	 103.63	  -0.81	   0.06	1	  117.0	NaN	NaN	   11.6	  72.00	NaN	  72.97	  -0.79	   0.06	--------	-1	0.00	*
16:667	   45.0	1	   27.0	NaN	NaN	   15.6	   2.20	NaN	   2.26	  -1.20	   0.00	0	   18.0	NaN	NaN	   11.7	   1.25	NaN	   1.29	  -0.43	   0.00	--------	-1	0.00	*
16:8442	   46.0	1	   31.0	NaN	NaN	   15.6	   3.33	NaN	   3.42	  -0.44	   0.00	0	   15.0	NaN	NaN	   11.7	   0.68	NaN	   0.70	  -0.35	   0.00	--------	-1	0.00	*
16:17440	   59.0	1	   30.0	NaN	NaN	   15.6	   3.03	NaN	   3.11	  -0.49	   0.00	1	   29.0	NaN	NaN	   11.7	   4.70	NaN	   4.87	  -0.58	   0.00	--------	-1	0.00	*
16:20287	  117.0	1	   80.0	NaN	NaN	   15.6	  29.77	NaN	  30.18	  -0.53	   0.00	1	   37.0	NaN	NaN	   11.7	   8.33	NaN	   8.58	  -0.49	   0.00	--------	-1	0.00	*
16:39497	  154.0	1	   88.0	NaN	NaN	   15.6	  35.60	NaN	  36.05	  -0.64	   0.02	1	   66.0	NaN	NaN	   11.7	  26.85	NaN	  27.41	  -0.72	   0.02	--------	-1	0.00	*
16:75888	   88.0	1	   65.0	NaN	NaN	   15.6	  19.81	NaN	  20.14	  -0.53	   0.00	1	   23.0	NaN	NaN	   11.7	   2.56	NaN	   2.67	  -1.16	   0.00	--------	-1	0.00	*
16:78130	   76.0	1	   45.0	NaN	NaN	   15.6	   8.80	NaN	   8.98	  -0.48	   0.00	1	   31.0	NaN	NaN	   11.7	   5.52	NaN	   5.72	  -0.45	   0.00	--------	-1	0.00	*
16:83764	  287.5	1	  169.8	NaN	NaN	   15.6	 109.99	NaN	 110.81	  -0.80	   0.00	1	  117.6	NaN	NaN	   11.7	  72.90	NaN	  73.88	  -0.90	   0.00	--------	-1	0.00	*
16:83922	  326.5	1	  250.2	NaN	NaN	   15.6	 201.05	NaN	 202.21	  -0.65	   0.00	1	   76.4	NaN	NaN	   11.7	  35.46	NaN	  36.10	  -0.79	   0.00	--------	-1	0.00	*
16:84196	  402.2	1	  283.3	NaN	NaN	   15.6	 241.69	NaN	 242.96	  -0.81	   0.00	1	  118.9	NaN	NaN	   11.7	  73.90	NaN	  74.89	  -0.98	   0.00	--------	-1	0.00	*
16:84285	  396.8	1	  246.7	NaN	NaN	   15.6	 196.24	NaN	 197.40	  -0.74	   0.00	1	  150.1	NaN	NaN	   11.7	 107.78	NaN	 108.95	  -0.85	   0.00	--------	-1	0.00	*
16:85113	   59.0	1	   28.3	NaN	NaN	   15.6	   2.73	NaN	   2.82	  -0.78	   0.00	1	   30.7	NaN	NaN	   11.7	   5.52	NaN	   5.72	  -0.67	   0.00	--------	-1	0.00	*
16:85198	   77.0	1	   48.7	NaN	NaN	   15.6	  10.72	NaN	  10.94	  -0.59	   0.00	1	   28.3	NaN	NaN	   11.7	   4.70	NaN	   4.87	  -0.73	   0.00	--------	-1	0.00	*
16:99195	  121.0	1	   55.0	NaN	NaN	   15.6	  13.85	NaN	  14.12	  -0.55	   0.00	1	   66.0	NaN	NaN	   11.7	  26.85	NaN	  27.41	  -0.70	   0.00	--------	-1	0.00	*
16:115726	  184.0	1	  114.0	NaN	NaN	   18.1	  50.32	NaN	  50.86	  -0.64	   0.03	1	   70.0	NaN	NaN	   18.3	  19.22	NaN	  19.68	  -0.68	   0.03	--------	-1	0.00	*
16:117154	 1397.5	1	  739.2	NaN	NaN	   18.4	 999.00	NaN	 999.00	  -0.72	   0.00	1	  658.3	NaN	NaN	   18.8	 999.00	NaN	 999.00	  -0.71	   0.00	--------	-1	0.00	*
16:117303	  104.5	1	   50.8	NaN	NaN	   16.1	  11.22	NaN	  11.44	  -0.27	   0.00	1	   53.7	NaN	NaN	   18.3	  10.67	NaN	  10.98	  -0.24	   0.00	--------	-1	0.00	*
16:138380	   43.4	0	    6.9	NaN	NaN	   15.6	   0.00	NaN	   0.00	  -0.30	   0.00	1	   36.5	NaN	NaN	   11.7	   8.33	NaN	   8.58	  -0.58	   0.00	--------	-1	0.00	*
16:138671	   70.6	1	   27.1	NaN	NaN	   15.6	   2.46	NaN	   2.53	  -0.53	   0.00	1	   43.5	NaN	NaN	   11.7	  12.10	NaN	  12.43	  -0.48	   0.00	--------	-1	0.00	*
16:141806	   87.0	1	   55.0	NaN	NaN	   17.3	  12.08	NaN	  12.32	  -0.42	   0.10	1	   32.0	NaN	NaN	   14.1	   4.39	NaN	   4.55	  -0.57	   0.10	--------	-1	0.00	*
16:197206	   52.0	1	   33.0	NaN	NaN	   15.6	   3.97	NaN	   4.08	  -0.57	   0.00	0	   19.0	NaN	NaN	   11.7	   1.48	NaN	   1.53	  -0.37	   0.00	--------	-1	0.00	*
16:201859	   54.0	0	   25.0	NaN	NaN	   15.6	   1.72	NaN	   1.77	  -0.51	   0.00	1	   29.0	NaN	NaN	   11.7	   4.70	NaN	   4.87	  -0.44	   0.00	--------	-1	0.00	*
16:223263	  478.0	1	  330.0	NaN	NaN	   21.5	 257.66	NaN	 258.99	  -0.52	   0.30	1	  148.0	NaN	NaN	   17.1	  82.36	NaN	  83.40	  -0.54	   0.30	--------	-1	0.00	*
16:224361	  109.0	1	   57.0	NaN	NaN	   23.6	   8.22	NaN	   8.40	  -0.50	   0.00	1	   52.0	NaN	NaN	   17.7	  10.21	NaN	  10.51	  -0.44	   0.00	--------	-1	0.00	*
16:236434	  321.0	1	  199.0	NaN	NaN	   15.6	 140.98	NaN	 141.94	  -0.64	   0.00	1	  122.0	NaN	NaN	   11.7	  76.93	NaN	  77.94	  -0.61	   0.00	--------	-1	0.00	*
16:252707	  123.0	1	   70.0	NaN	NaN	   15.6	  22.97	NaN	  23.34	  -0.61	   0.00	1	   53.0	NaN	NaN	   11.7	  17.73	NaN	  18.17	  -0.59	   0.00	--------	-1	0.00	*
16:265669	  101.0	1	   70.0	NaN	NaN	   15.6	  22.97	NaN	  23.34	  -0.62	   0.00	1	   31.0	NaN	NaN	   11.7	   5.52	NaN	   5.72	  -0.65	   0.00	--------	-1	0.00	*
16:267926	  116.0	1	   72.0	NaN	NaN	   15.6	  24.28	NaN	  24.66	  -0.57	   0.00	1	   44.0	NaN	NaN	   11.7	  12.10	NaN	  12.43	  -0.46	   0.00	--------	-1	0.00	*
16:295485	  125.0	1	   81.0	NaN	NaN	   15.6	  30.47	NaN	  30.90	  -0.52	   0.01	1	   44.0	NaN	NaN	   11.7	  12.10	NaN	  12.43	  -0.46	   0.01	--------	-1	0.00	*
16:305349	  158.0	1	  102.0	NaN	NaN	   15.8	  45.96	NaN	  46.48	  -0.50	   0.44	1	   56.0	NaN	NaN	   11.7	  19.57	NaN	  20.04	  -0.52	   0.44	--------	-1	0.00	*
16:381563	  183.0	1	  118.0	NaN	NaN	   15.8	  59.37	NaN	  59.97	  -0.64	   0.11	1	   65.0	NaN	NaN	   13.4	  23.00	NaN	  23.50	  -0.55	   0.11	--------	-1	0.00	*
16:387049	  204.0	1	  122.0	NaN	NaN	   15.6	  63.60	NaN	  64.21	  -0.69	   0.00	1	   82.0	NaN	NaN	   11.7	  39.60	NaN	  40.28	  -0.58	   0.00	--------	-1	0.00	*
16:412631	  178.0	1	  106.0	NaN	NaN	   15.6	  49.82	NaN	  50.36	  -0.58	   0.34	1	   72.0	NaN	NaN	   11.7	  31.46	NaN	  32.06	  -0.56	   0.34	--------	-1	0.00	*
16:422249	   54.0	1	   32.0	NaN	NaN	   15.6	   3.64	NaN	   3.75	  -0.51	   0.00	1	   22.0	NaN	NaN	   11.7	   2.26	NaN	   2.36	  -0.54	   0.00	--------	-1	0.00	*
16:433494	  109.9	1	   59.6	NaN	NaN	   15.6	  16.82	NaN	  17.11	  -0.74	   0.00	1	   50.3	NaN	NaN	   11.7	  16.44	NaN	  16.86	  -0.65	   0.00	--------	-1	0.00	*
16:433600	  348.3	1	  280.5	NaN	NaN	   15.6	 237.93	NaN	 239.18	  -0.64	   0.00	1	   67.8	NaN	NaN	   11.7	  28.36	NaN	  28.93	  -0.80	   0.00	--------	-1	0.00	*
16:440222	  459.0	1	  303.0	NaN	NaN	   29.0	 190.45	NaN	 191.59	  -0.61	   0.46	1	  156.0	NaN	NaN	   11.7	 113.35	NaN	 114.55	  -0.49	   0.46	--------	-1	0.00	*
16:461837	  320.0	1	  204.0	NaN	NaN	   31.8	  90.69	NaN	  91.44	  -0.52	   0.17	1	  116.0	NaN	NaN	   22.8	  42.22	NaN	  42.95	  -0.62	   0.17	--------	-1	0.00	*
16:463324	   84.0	1	   59.0	NaN	NaN	   24.2	   8.60	NaN	   8.78	  -0.44	   0.07	0	   25.0	NaN	NaN	   17.3	   1.26	NaN	   1.31	  -0.32	   0.07	--------	-1	0.00	*
16:472210	   77.0	1	   35.0	NaN	NaN	   15.6	   4.67	NaN	   4.79	  -0.48	   0.00	1	   42.0	NaN	NaN	   11.7	  10.97	NaN	  11.28	  -0.57	   0.00	--------	-1	0.00	*
16:483229	   50.0	1	   27.0	NaN	NaN	   15.6	   2.20	NaN	   2.26	  -0.44	   0.00	1	   23.0	NaN	NaN	   11.7	   2.56	NaN	   2.67	  -0.46	   0.00	--------	-1	0.00	*
16:490362	  350.0	1	  196.0	NaN	NaN	   15.6	 137.70	NaN	 138.63	  -0.70	   0.07	1	  154.0	NaN	NaN	   11.7	 111.10	NaN	 112.30	  -0.66	   0.07	--------	-1	0.00	*
16:511054	  327.0	1	  226.0	NaN	NaN	   20.5	 146.96	NaN	 147.95	  -0.48	   0.64	1	  101.0	NaN	NaN	   16.3	  43.99	NaN	  44.73	  -0.51	   0.64	--------	-1	0.00	*
16:525477	   86.0	1	   52.0	NaN	NaN	   15.6	  12.25	NaN	  12.49	  -0.70	   0.00	1	   34.0	NaN	NaN	   11.7	   6.87	NaN	   7.10	  -0.43	   0.00	--------	-1	0.00	*
16:528480	  200.0	1	  130.0	NaN	NaN	   15.6	  70.83	NaN	  71.48	  -0.59	   0.23	1	   70.0	NaN	NaN	   11.7	  29.90	NaN	  30.48	  -0.44	   0.23	--------	-1	0.00	*
16:533950	  182.0	1	   89.0	NaN	NaN	   15.6	  36.35	NaN	  36.81	  -0.72	   0.26	1	   93.0	NaN	NaN	   11.7	  49.14	NaN	  49.94	  -0.58	   0.26	--------	-1	0.00	*
16:535240	  136.0	1	   78.0	NaN	NaN	   15.6	  28.36	NaN	  28.77	  -0.47	   0.00	1	   58.0	NaN	NaN	   12.2	  20.22	NaN	  20.69	  -0.52	   0.00	--------	-1	0.00	*
16:547473	  203.0	1	   88.0	NaN	NaN	   15.6	  35.60	NaN	  36.05	  -0.66	   0.00	1	  115.0	NaN	NaN	   11.7	  69.93	NaN	  70.87	  -0.62	   0.00	--------	-1	0.00	*
16:566393	  173.0	1	  104.0	NaN	NaN	   15.6	  48.17	NaN	  48.70	  -0.68	   0.05	1	   69.0	NaN	NaN	   11.7	  29.13	NaN	  29.70	  -0.68	   0.05	--------	-1	0.00	*
16:575221	   80.0	1	   44.0	NaN	NaN	   15.8	   8.15	NaN	   8.33	  -0.55	   0.00	1	   36.0	NaN	NaN	   11.7	   7.83	NaN	   8.07	  -0.57	   0.00	--------	-1	0.00	*
16:580632	  117.0	1	   63.0	NaN	NaN	   16.2	  17.84	NaN	  18.15	  -0.54	   0.00	1	   54.0	NaN	NaN	   11.7	  18.38	NaN	  18.83	  -0.46	   0.00	--------	-1	0.00	*
16:583518	  133.0	1	   84.0	NaN	NaN	   17.8	  28.88	NaN	  29.29	  -0.58	   0.00	1	   49.0	NaN	NaN	   12.0	  14.60	NaN	  14.98	  -0.50	   0.00	--------	-1	0.00	*
16:591055	   57.1	1	   30.7	NaN	NaN	   15.8	   3.25	NaN	   3.34	  -0.82	   0.00	1	   26.5	NaN	NaN	   12.8	   3.29	NaN	   3.42	  -0.61	   0.00	--------	-1	0.00	*
16:591196	   54.9	1	   40.3	NaN	NaN	   15.6	   7.03	NaN	   7.18	  -0.60	   0.00	0	   14.5	NaN	NaN	   13.4	   0.42	NaN	   0.44	  -0.39	   0.00	--------	-1	0.00	*
16:594334	   80.5	1	   50.8	NaN	NaN	   21.9	   6.96	NaN	   7.11	  -0.56	   0.00	1	   29.7	NaN	NaN	   18.0	   2.15	NaN	   2.24	  -0.37	   0.00	--------	-1	0.00	*
16:594502	  371.1	1	  221.9	NaN	NaN	   23.2	 132.06	NaN	 132.97	  -0.77	   0.00	1	  149.2	NaN	NaN	   18.4	  80.03	NaN	  81.06	  -0.77	   0.00	--------	-1	0.00	*
16:594616	  157.4	1	   83.3	NaN	NaN	   23.1	  21.71	NaN	  22.06	  -0.82	   0.00	1	   74.1	NaN	NaN	   19.3	  20.93	NaN	  21.40	  -0.81	   0.00	--------	-1	0.00	*
16:618425	   99.0	1	   64.0	NaN	NaN	   15.7	  19.05	NaN	  19.37	  -0.52	   0.00	1	   35.0	NaN	NaN	   11.7	   7.26	NaN	   7.50	  -0.55	   0.00	--------	-1	0.00	*
16:627449	   70.0	1	   32.0	NaN	NaN	   15.6	   3.64	NaN	   3.75	  -0.37	   0.00	1	   38.0	NaN	NaN	   11.7	   8.83	NaN	   9.10	  -0.73	   0.00	--------	-1	0.00	*
16:631045	  307.0	1	  155.0	NaN	NaN	   15.6	  94.75	NaN	  95.52	  -0.71	   0.00	1	  152.0	NaN	NaN	   11.7	 108.87	NaN	 110.06	  -0.62	   0.00	--------	-1	0.00	*
16:635876	  137.0	1	   99.0	NaN	NaN	   15.6	  44.12	NaN	  44.63	  -0.53	   0.00	1	   38.0	NaN	NaN	   11.7	   8.83	NaN	   9.10	  -0.48	   0.00	--------	-1	0.00	*
16:649529	 1241.0	1	  802.0	NaN	NaN	   17.4	 999.00	NaN	 999.00	  -0.74	   0.07	1	  439.0	NaN	NaN	   12.3	 999.00	NaN	 999.00	  -0.79	   0.07	--------	-1	0.00	*
16:651823	  108.0	1	   68.0	NaN	NaN	   24.8	  11.89	NaN	  12.13	  -0.51	   0.00	1	   40.0	NaN	NaN	   18.2	   5.00	NaN	   5.18	  -0.47	   0.00	--------	-1	0.00	*
16:653597	  304.1	1	  193.3	NaN	NaN	   23.5	 104.49	NaN	 105.29	  -0.74	   0.00	1	  110.8	NaN	NaN	   17.0	  50.32	NaN	  51.13	  -0.79	   0.00	--------	-1	0.00	*
16:653818	  154.9	1	  100.7	NaN	NaN	   23.0	  31.98	NaN	  32.41	  -0.70	   0.00	1	   54.2	NaN	NaN	   15.6	  13.73	NaN	  14.09	  -0.68	   0.00	--------	-1	0.00	*
16:687114	  237.0	1	  171.0	NaN	NaN	   15.8	 109.98	NaN	 110.80	  -0.53	   0.49	1	   66.0	NaN	NaN	   11.7	  26.85	NaN	  27.41	  -0.54	   0.49	--------	-1	0.00	*
16:700707	  116.0	1	   63.0	NaN	NaN	   15.6	  18.59	NaN	  18.91	  -0.63	   0.00	1	   53.0	NaN	NaN	   11.7	  17.73	NaN	  18.17	  -0.72	   0.00	--------	-1	0.00	*
16:738027	   47.0	0	   22.0	NaN	NaN	   15.6	   1.11	NaN	   1.14	  -0.42	   0.00	1	   25.0	NaN	NaN	   11.7	   3.21	NaN	   3.34	  -0.89	   0.00	--------	-1	0.00	*
16:755517	   73.0	1	   43.0	NaN	NaN	   15.6	   7.89	NaN	   8.06	  -0.41	   0.00	1	   30.0	NaN	NaN	   11.7	   5.10	NaN	   5.29	  -0.39	   0.00	--------	-1	0.00	*
16:762678	  106.0	1	   57.0	NaN	NaN	   15.6	  15.00	NaN	  15.27	  -0.53	   0.00	1	   49.0	NaN	NaN	   11.7	  15.03	NaN	  15.43	  -0.64	   0.00	--------	-1	0.00	*
16:789310	   43.0	0	   20.0	NaN	NaN	   15.6	   0.78	NaN	   0.79	  -0.48	   0.00	1	   23.0	NaN	NaN	   11.7	   2.56	NaN	   2.67	  -0.64	   0.00	--------	-1	0.00	*
16:793902	  181.0	1	  116.0	NaN	NaN	   15.6	  58.32	NaN	  58.90	  -0.66	   0.01	1	   65.0	NaN	NaN	   11.7	  26.11	NaN	  26.65	  -0.45	   0.01	--------	-1	0.00	*
16:830450	  118.7	1	   74.6	NaN	NaN	   15.6	  26.30	NaN	  26.69	  -0.52	   0.00	1	   44.2	NaN	NaN	   11.7	  12.68	NaN	  13.02	  -0.81	   0.00	--------	-1	0.00	*
16:840252	  127.0	1	   78.0	NaN	NaN	   21.9	  19.72	NaN	  20.05	  -0.51	   0.22	1	   49.0	NaN	NaN	   16.0	  10.22	NaN	  10.52	  -0.54	   0.22	--------	-1	0.00	*
16:851467	  115.0	1	   59.0	NaN	NaN	   15.6	  16.24	NaN	  16.52	  -0.39	   0.51	1	   56.0	NaN	NaN	   11.7	  19.72	NaN	  20.19	  -0.52	   0.51	--------	-1	0.00	*
16:902904	  108.0	1	   55.0	NaN	NaN	   15.6	  13.85	NaN	  14.12	  -0.52	   0.01	1	   53.0	NaN	NaN	   13.2	  15.50	NaN	  15.91	  -0.57	   0.01	--------	-1	0.00	*
16:944676	   72.0	1	   41.0	NaN	NaN	   15.6	   7.03	NaN	   7.18	  -0.57	   0.00	1	   31.0	NaN	NaN	   11.7	   5.52	NaN	   5.72	  -0.54	   0.00	--------	-1	0.00	*
2:14374	  153.0	1	   77.0	NaN	NaN	   14.6	  29.41	NaN	  29.82	  -0.65	   0.00	1	   76.0	NaN	NaN	   11.6	  34.86	NaN	  35.49	  -0.64	   0.00	--------	-1	0.00	*
2:24877	   49.0	1	   27.0	NaN	NaN	   14.6	   2.55	NaN	   2.63	  -0.46	   0.00	1	   22.0	NaN	NaN	   11.6	   2.29	NaN	   2.39	  -0.47	   0.00	--------	-1	0.00	*
2:45579	   79.0	1	   42.0	NaN	NaN	   14.6	   8.22	NaN	   8.40	  -0.54	   0.00	1	   37.0	NaN	NaN	   11.6	   8.41	NaN	   8.67	  -0.54	   0.00	--------	-1	0.00	*
2:79386	   41.0	1	   26.0	NaN	NaN	   14.6	   2.28	NaN	   2.35	  -0.49	   0.00	0	   15.0	NaN	NaN	   11.6	   0.69	NaN	   0.72	  -0.44	   0.00	--------	-1	0.00	*
2:88689	   61.0	1	   35.0	NaN	NaN	   14.6	   5.24	NaN	   5.37	  -0.54	   0.00	1	   26.0	NaN	NaN	   11.6	   3.60	NaN	   3.75	  -0.39	   0.00	--------	-1	0.00	*
2:89936	   82.0	1	   48.0	NaN	NaN	   14.6	  11.16	NaN	  11.38	  -0.58	   0.00	1	   34.0	NaN	NaN	   11.6	   6.94	NaN	   7.17	  -0.51	   0.00	--------	-1	0.00	*
2:102049	   70.0	1	   41.0	NaN	NaN	   14.6	   7.77	NaN	   7.93	  -0.55	   0.00	1	   29.0	NaN	NaN	   11.6	   4.75	NaN	   4.93	  -0.40	   0.00	--------	-1	0.00	*
2:136532	  245.0	1	  173.0	NaN	NaN	   17.3	 105.91	NaN	 106.72	  -0.49	   0.42	1	   72.0	NaN	NaN	   13.9	  26.91	NaN	  27.47	  -0.58	   0.42	--------	-1	0.00	*
2:140957	  174.0	1	  113.0	NaN	NaN	   14.6	  58.49	NaN	  59.08	  -0.53	   0.00	1	   61.0	NaN	NaN	   11.6	  23.36	NaN	  23.87	  -0.44	   0.00	--------	-1	0.00	*
2:164532	   93.0	1	   55.0	NaN	NaN	   16.6	  12.80	NaN	  13.04	  -0.54	   0.15	1	   38.0	NaN	NaN	   12.3	   8.25	NaN	   8.50	  -0.53	   0.15	--------	-1	0.00	*
2:165530	  288.0	1	  194.0	NaN	NaN	   18.0	 124.35	NaN	 125.24	  -0.56	   0.41	1	   94.0	NaN	NaN	   12.2	  48.38	NaN	  49.17	  -0.50	   0.41	--------	-1	0.00	*
2:167975	   56.0	1	   27.0	NaN	NaN	   14.6	   2.55	NaN	   2.63	  -0.50	   0.00	1	   29.0	NaN	NaN	   11.6	   4.75	NaN	   4.93	  -0.42	   0.00	--------	-1	0.00	*
2:168488	   54.0	1	   32.0	NaN	NaN	   14.6	   4.13	NaN	   4.25	  -0.53	   0.00	1	   22.0	NaN	NaN	   11.6	   2.28	NaN	   2.38	  -0.50	   0.00	--------	-1	0.00	*
2:193988	  103.9	1	   61.4	NaN	NaN	   20.2	  12.96	NaN	  13.21	  -0.68	   0.00	1	   42.5	NaN	NaN	   12.6	  10.47	NaN	  10.77	  -0.58	   0.00	--------	-1	0.00	*
2:194006	   89.1	1	   67.6	NaN	NaN	   20.2	  16.16	NaN	  16.44	  -0.68	   0.00	0	   21.5	NaN	NaN	   12.6	   1.91	NaN	   1.98	  -0.60	   0.00	--------	-1	0.00	*
2:217394	   51.0	1	   30.0	NaN	NaN	   14.6	   3.46	NaN	   3.56	  -0.37	   0.00	1	   21.0	NaN	NaN	   11.6	   2.01	NaN	   2.10	  -0.40	   0.00	--------	-1	0.00	*
2:231834	   87.0	1	   51.0	NaN	NaN	   14.6	  12.75	NaN	  12.99	  -0.56	   0.00	1	   36.0	NaN	NaN	   11.6	   7.91	NaN	   8.16	  -0.65	   0.00	--------	-1	0.00	*
2:243256	  124.0	1	   58.0	NaN	NaN	   14.6	  16.87	NaN	  17.16	  -0.57	   0.00	1	   66.0	NaN	NaN	   13.0	  24.38	NaN	  24.90	  -0.48	   0.00	--------	-1	0.00	*
2:268358	   47.0	1	   29.0	NaN	NaN	   14.6	   3.15	NaN	   3.24	  -0.45	   0.00	0	   18.0	NaN	NaN	   11.6	   1.27	NaN	   1.32	  -0.68	   0.00	--------	-1	0.00	*
2:287502	  321.2	1	  178.0	NaN	NaN	   14.9	 122.68	NaN	 123.57	  -0.58	   0.02	1	  143.2	NaN	NaN	   12.0	  98.60	NaN	  99.71	  -0.53	   0.02	--------	-1	0.00	*
2:287583	  896.8	1	  475.0	NaN	NaN	   14.8	 999.00	NaN	 999.00	  -0.70	   0.02	1	  421.8	NaN	NaN	   11.8	 999.00	NaN	 999.00	  -0.70	   0.02	--------	-1	0.00	*
2:291306	   68.0	1	   44.0	NaN	NaN	   14.6	   9.16	NaN	   9.35	  -0.47	   0.00	1	   24.0	NaN	NaN	   11.6	   2.92	NaN	   3.04	  -0.43	   0.00	--------	-1	0.00	*
2:326707	  193.0	1	  116.0	NaN	NaN	   17.2	  54.00	NaN	  54.57	  -0.68	   0.00	1	   77.0	NaN	NaN	   11.6	  35.67	NaN	  36.31	  -0.61	   0.00	--------	-1	0.00	*
2:328194	  352.0	1	  206.0	NaN	NaN	   19.3	 131.40	NaN	 132.30	  -0.79	   0.00	1	  146.0	NaN	NaN	   11.6	 102.70	NaN	 103.85	  -0.86	   0.00	--------	-1	0.00	*
2:331468	  144.6	1	   96.1	NaN	NaN	   14.6	  44.84	NaN	  45.35	  -0.64	   0.06	1	   48.5	NaN	NaN	   12.0	  14.66	NaN	  15.06	  -0.67	   0.06	--------	-1	0.00	*
